'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:09.554',-0.116,-0.047,0.069,0.082,-0.092,0.011,-0.174,-0.266,-0.220,-0.070,0.015,0.018,0.018,0.133,-0.003
'0:09.555',-0.110,-0.038,0.071,0.074,-0.090,0.016,-0.172,-0.263,-0.213,-0.064,0.019,0.024,0.018,0.131,-0.002
'0:09.556',-0.108,-0.025,0.084,0.067,-0.096,0.029,-0.163,-0.252,-0.203,-0.051,0.034,0.035,0.018,0.138,-0.005
'0:09.557',-0.132,-0.036,0.095,0.084,-0.113,0.029,-0.162,-0.255,-0.206,-0.051,0.033,0.033,0.019,0.141,-0.007
'0:09.558',-0.132,-0.046,0.086,0.089,-0.108,0.019,-0.172,-0.262,-0.212,-0.058,0.028,0.028,0.018,0.138,-0.004
'0:09.559',-0.126,-0.043,0.083,0.085,-0.103,0.019,-0.179,-0.264,-0.213,-0.057,0.025,0.029,0.020,0.142,-0.004
'0:09.560',-0.141,-0.041,0.101,0.091,-0.121,0.030,-0.172,-0.259,-0.208,-0.051,0.025,0.032,0.019,0.145,-0.005
'0:09.561',-0.131,-0.035,0.096,0.083,-0.113,0.030,-0.177,-0.261,-0.212,-0.058,0.018,0.027,0.017,0.143,-0.001
'0:09.562',-0.122,-0.037,0.086,0.080,-0.103,0.024,-0.183,-0.266,-0.217,-0.063,0.013,0.021,0.015,0.143,-0.003
'0:09.563',-0.135,-0.042,0.093,0.088,-0.114,0.025,-0.180,-0.263,-0.215,-0.060,0.019,0.022,0.015,0.135,-0.006
'0:09.564',-0.150,-0.041,0.110,0.096,-0.130,0.034,-0.181,-0.261,-0.210,-0.056,0.027,0.027,0.018,0.131,-0.005
'0:09.565',-0.141,-0.041,0.100,0.091,-0.120,0.029,-0.186,-0.267,-0.213,-0.058,0.025,0.025,0.019,0.133,-0.004
'0:09.566',-0.131,-0.037,0.093,0.084,-0.112,0.028,-0.187,-0.269,-0.215,-0.058,0.025,0.024,0.021,0.137,-0.004
'0:09.567',-0.137,-0.038,0.099,0.087,-0.117,0.030,-0.185,-0.265,-0.214,-0.054,0.025,0.024,0.019,0.140,-0.004
'0:09.568',-0.126,-0.037,0.089,0.082,-0.107,0.026,-0.187,-0.268,-0.217,-0.060,0.020,0.019,0.018,0.141,-0.004
'0:09.569',-0.140,-0.038,0.102,0.089,-0.120,0.032,-0.184,-0.263,-0.211,-0.058,0.023,0.022,0.018,0.140,-0.002
'0:09.570',-0.138,-0.040,0.098,0.088,-0.117,0.029,-0.178,-0.256,-0.209,-0.059,0.024,0.022,0.017,0.133,0.001
'0:09.571',-0.146,-0.045,0.101,0.096,-0.123,0.028,-0.177,-0.259,-0.208,-0.059,0.025,0.021,0.017,0.130,0.001
'0:09.572',-0.156,-0.057,0.099,0.106,-0.127,0.021,-0.184,-0.265,-0.212,-0.061,0.022,0.018,0.017,0.131,0.002
'0:09.573',-0.104,-0.043,0.060,0.073,-0.082,0.009,-0.192,-0.271,-0.223,-0.073,0.010,0.006,0.015,0.138,0.001
'0:09.574',-0.101,-0.040,0.061,0.070,-0.081,0.011,-0.192,-0.267,-0.221,-0.069,0.013,0.009,0.015,0.143,-0.001
'0:09.575',-0.108,-0.043,0.065,0.075,-0.086,0.011,-0.189,-0.266,-0.219,-0.065,0.015,0.011,0.015,0.140,0.002
'0:09.576',-0.112,-0.053,0.058,0.083,-0.085,0.002,-0.192,-0.273,-0.226,-0.070,0.011,0.006,0.014,0.136,0.002
'0:09.577',-0.111,-0.051,0.059,0.081,-0.085,0.004,-0.191,-0.267,-0.223,-0.064,0.015,0.011,0.018,0.127,0.002
'0:09.578',-0.107,-0.042,0.066,0.074,-0.086,0.012,-0.185,-0.263,-0.217,-0.060,0.015,0.013,0.017,0.120,0.003
'0:09.579',-0.096,-0.029,0.068,0.062,-0.082,0.019,-0.182,-0.262,-0.214,-0.057,0.017,0.017,0.017,0.138,0.000
'0:09.580',-0.088,-0.021,0.068,0.054,-0.077,0.023,-0.185,-0.263,-0.213,-0.059,0.015,0.018,0.018,0.147,0.002
'0:09.581',-0.128,-0.037,0.091,0.083,-0.109,0.026,-0.191,-0.266,-0.215,-0.064,0.013,0.019,0.017,0.137,0.005
'0:09.582',-0.122,-0.028,0.095,0.075,-0.108,0.033,-0.183,-0.258,-0.207,-0.057,0.018,0.026,0.018,0.132,0.003
'0:09.583',-0.102,-0.022,0.080,0.062,-0.091,0.029,-0.181,-0.254,-0.208,-0.059,0.013,0.024,0.017,0.131,0.003
'0:09.584',-0.104,-0.026,0.078,0.066,-0.091,0.025,-0.190,-0.261,-0.214,-0.070,0.005,0.019,0.016,0.135,0.007
'0:09.585',-0.110,-0.026,0.084,0.069,-0.097,0.028,-0.185,-0.261,-0.211,-0.070,0.005,0.018,0.013,0.143,0.008
'0:09.586',-0.107,-0.015,0.091,0.061,-0.099,0.037,-0.178,-0.246,-0.202,-0.059,0.012,0.023,0.013,0.149,0.006
'0:09.587',-0.102,-0.013,0.090,0.058,-0.096,0.038,-0.179,-0.252,-0.201,-0.057,0.015,0.025,0.013,0.149,0.009
'0:09.588',-0.125,-0.043,0.082,0.084,-0.103,0.019,-0.186,-0.267,-0.215,-0.071,0.001,0.013,0.012,0.147,0.011
'0:09.589',-0.159,-0.068,0.090,0.114,-0.124,0.011,-0.189,-0.265,-0.223,-0.080,-0.004,0.008,0.011,0.142,0.015
'0:09.590',-0.145,-0.058,0.087,0.102,-0.116,0.015,-0.181,-0.258,-0.215,-0.072,0.003,0.015,0.011,0.132,0.018
'0:09.591',-0.117,-0.042,0.076,0.080,-0.097,0.018,-0.172,-0.251,-0.208,-0.062,0.011,0.021,0.013,0.131,0.013
'0:09.592',-0.121,-0.041,0.080,0.081,-0.101,0.019,-0.175,-0.250,-0.203,-0.056,0.013,0.022,0.015,0.137,0.009
'0:09.593',-0.109,-0.040,0.070,0.074,-0.089,0.015,-0.178,-0.247,-0.199,-0.051,0.015,0.022,0.019,0.139,0.010
'0:09.594',-0.102,-0.041,0.061,0.071,-0.081,0.009,-0.175,-0.253,-0.204,-0.057,0.013,0.021,0.021,0.133,0.011
'0:09.595',-0.096,-0.040,0.057,0.068,-0.076,0.009,-0.171,-0.251,-0.202,-0.059,0.014,0.024,0.021,0.123,0.013
'0:09.596',-0.096,-0.050,0.046,0.072,-0.070,-0.002,-0.177,-0.254,-0.207,-0.066,0.006,0.017,0.021,0.125,0.013
'0:09.597',-0.104,-0.064,0.040,0.084,-0.071,-0.012,-0.187,-0.262,-0.216,-0.075,-0.006,0.004,0.018,0.127,0.015
'0:09.598',-0.103,-0.060,0.043,0.082,-0.073,-0.009,-0.180,-0.255,-0.210,-0.070,-0.005,0.004,0.015,0.124,0.016
'0:09.599',-0.090,-0.056,0.034,0.073,-0.061,-0.011,-0.179,-0.252,-0.208,-0.069,-0.006,0.006,0.017,0.120,0.017
'0:09.600',-0.094,-0.060,0.034,0.077,-0.063,-0.014,-0.178,-0.251,-0.209,-0.073,-0.014,0.005,0.017,0.116,0.019
'0:09.601',-0.102,-0.060,0.042,0.081,-0.071,-0.009,-0.177,-0.253,-0.212,-0.080,-0.021,0.003,0.014,0.116,0.021
'0:09.602',-0.096,-0.060,0.035,0.078,-0.065,-0.013,-0.176,-0.253,-0.214,-0.084,-0.022,0.002,0.014,0.113,0.019
'0:09.603',-0.102,-0.062,0.041,0.082,-0.071,-0.011,-0.170,-0.249,-0.212,-0.081,-0.017,0.004,0.015,0.120,0.021
'0:09.604',-0.101,-0.055,0.046,0.078,-0.073,-0.005,-0.174,-0.251,-0.211,-0.076,-0.011,0.006,0.017,0.131,0.022
'0:09.605',-0.102,-0.052,0.049,0.077,-0.075,-0.002,-0.176,-0.249,-0.210,-0.072,-0.006,0.009,0.018,0.121,0.022
'0:09.606',-0.106,-0.053,0.053,0.080,-0.079,-0.001,-0.173,-0.249,-0.208,-0.068,-0.003,0.009,0.021,0.114,0.021
'0:09.607',-0.106,-0.054,0.051,0.081,-0.079,-0.002,-0.172,-0.247,-0.204,-0.064,-0.001,0.011,0.022,0.118,0.019
'0:09.608',-0.104,-0.054,0.051,0.079,-0.077,-0.002,-0.175,-0.246,-0.205,-0.064,-0.001,0.011,0.023,0.117,0.019
'0:09.609',-0.099,-0.044,0.054,0.071,-0.076,0.004,-0.172,-0.244,-0.203,-0.060,0.007,0.013,0.022,0.117,0.021
'0:09.610',-0.073,-0.019,0.054,0.046,-0.064,0.017,-0.159,-0.231,-0.194,-0.051,0.021,0.025,0.021,0.120,0.021
'0:09.611',-0.067,-0.033,0.035,0.050,-0.051,0.001,-0.170,-0.238,-0.202,-0.060,0.013,0.018,0.021,0.123,0.019
'0:09.612',-0.098,-0.067,0.030,0.082,-0.064,-0.018,-0.178,-0.251,-0.212,-0.074,0.001,0.004,0.018,0.116,0.018
'0:09.613',-0.102,-0.066,0.035,0.084,-0.069,-0.015,-0.175,-0.245,-0.208,-0.073,0.003,0.004,0.018,0.112,0.016
'0:09.614',-0.086,-0.059,0.027,0.073,-0.057,-0.017,-0.175,-0.241,-0.204,-0.070,0.004,0.005,0.018,0.112,0.019
'0:09.615',-0.079,-0.058,0.021,0.069,-0.050,-0.019,-0.171,-0.235,-0.197,-0.064,0.004,0.006,0.019,0.101,0.019
'0:09.616',-0.072,-0.054,0.018,0.063,-0.045,-0.018,-0.170,-0.233,-0.192,-0.062,0.004,0.009,0.019,0.104,0.017
'0:09.617',-0.073,-0.050,0.023,0.061,-0.048,-0.013,-0.165,-0.227,-0.192,-0.065,0.002,0.011,0.016,0.107,0.018
'0:09.618',-0.091,-0.060,0.031,0.076,-0.061,-0.015,-0.162,-0.224,-0.192,-0.070,0.002,0.009,0.012,0.106,0.023
'0:09.619',-0.066,-0.049,0.018,0.057,-0.042,-0.015,-0.162,-0.225,-0.189,-0.070,-0.001,0.010,0.011,0.109,0.020
'0:09.620',-0.056,-0.046,0.009,0.051,-0.033,-0.018,-0.163,-0.225,-0.186,-0.070,-0.004,0.005,0.010,0.101,0.018
'0:09.621',-0.080,-0.060,0.020,0.070,-0.050,-0.020,-0.166,-0.222,-0.184,-0.071,-0.010,-0.001,0.010,0.097,0.024
'0:09.622',-0.089,-0.061,0.029,0.075,-0.059,-0.016,-0.162,-0.218,-0.179,-0.068,-0.010,0.002,0.009,0.092,0.024
'0:09.623',-0.113,-0.082,0.030,0.098,-0.071,-0.026,-0.166,-0.223,-0.180,-0.072,-0.017,-0.005,0.007,0.083,0.025
'0:09.624',-0.108,-0.076,0.032,0.092,-0.070,-0.022,-0.161,-0.212,-0.173,-0.069,-0.018,-0.004,0.007,0.081,0.025
'0:09.625',-0.090,-0.069,0.022,0.080,-0.056,-0.024,-0.158,-0.208,-0.169,-0.064,-0.018,-0.004,0.007,0.086,0.025
'0:09.626',-0.115,-0.081,0.034,0.098,-0.074,-0.024,-0.159,-0.207,-0.164,-0.060,-0.018,-0.005,0.009,0.083,0.028
'0:09.627',-0.131,-0.085,0.046,0.108,-0.088,-0.019,-0.155,-0.200,-0.159,-0.052,-0.013,-0.001,0.011,0.075,0.029
'0:09.628',-0.062,-0.068,-0.005,0.065,-0.028,-0.036,-0.165,-0.208,-0.167,-0.057,-0.021,-0.005,0.018,0.081,0.029
'0:09.629',-0.060,-0.067,-0.006,0.064,-0.026,-0.037,-0.165,-0.205,-0.167,-0.059,-0.019,-0.007,0.018,0.079,0.032
'0:09.630',-0.084,-0.082,0.002,0.083,-0.042,-0.041,-0.158,-0.200,-0.163,-0.059,-0.017,-0.009,0.013,0.069,0.035
'0:09.631',-0.043,-0.079,-0.035,0.061,-0.004,-0.057,-0.164,-0.203,-0.169,-0.065,-0.023,-0.016,0.013,0.072,0.035
'0:09.632',-0.075,-0.102,-0.027,0.088,-0.024,-0.065,-0.172,-0.207,-0.174,-0.070,-0.029,-0.024,0.013,0.076,0.038
'0:09.633',-0.091,-0.121,-0.029,0.106,-0.031,-0.075,-0.175,-0.211,-0.175,-0.073,-0.034,-0.030,0.015,0.069,0.038
'0:09.634',-0.067,-0.112,-0.044,0.089,-0.011,-0.078,-0.177,-0.207,-0.169,-0.065,-0.030,-0.029,0.018,0.063,0.036
'0:09.635',-0.086,-0.102,-0.017,0.095,-0.035,-0.060,-0.164,-0.191,-0.153,-0.054,-0.019,-0.016,0.018,0.065,0.035
'0:09.636',-0.086,-0.099,-0.013,0.092,-0.036,-0.056,-0.156,-0.181,-0.147,-0.057,-0.018,-0.011,0.016,0.064,0.037
'0:09.637',-0.050,-0.098,-0.048,0.074,-0.001,-0.073,-0.158,-0.184,-0.153,-0.071,-0.032,-0.024,0.013,0.054,0.040
'0:09.638',-0.050,-0.111,-0.060,0.081,0.005,-0.086,-0.161,-0.184,-0.157,-0.082,-0.043,-0.034,0.008,0.050,0.043
'0:09.639',-0.051,-0.104,-0.052,0.078,0.001,-0.079,-0.156,-0.173,-0.144,-0.072,-0.034,-0.025,0.012,0.046,0.043
'0:09.640',-0.035,-0.089,-0.054,0.062,0.010,-0.072,-0.149,-0.167,-0.140,-0.065,-0.029,-0.024,0.013,0.042,0.043
'0:09.641',-0.039,-0.101,-0.061,0.070,0.011,-0.081,-0.161,-0.174,-0.147,-0.069,-0.036,-0.034,0.011,0.043,0.045
'0:09.642',-0.058,-0.108,-0.051,0.083,-0.004,-0.080,-0.161,-0.169,-0.141,-0.060,-0.029,-0.029,0.013,0.035,0.042
'0:09.643',-0.048,-0.101,-0.052,0.074,0.003,-0.077,-0.152,-0.160,-0.135,-0.055,-0.024,-0.028,0.011,0.035,0.040
'0:09.644',-0.043,-0.108,-0.065,0.076,0.011,-0.087,-0.160,-0.162,-0.138,-0.061,-0.030,-0.033,0.011,0.036,0.042
'0:09.645',-0.057,-0.119,-0.062,0.087,0.004,-0.091,-0.163,-0.158,-0.135,-0.064,-0.035,-0.035,0.013,0.032,0.042
'0:09.646',-0.059,-0.117,-0.057,0.088,-0.001,-0.087,-0.157,-0.151,-0.126,-0.059,-0.033,-0.030,0.013,0.032,0.042
'0:09.647',-0.075,-0.128,-0.053,0.102,-0.011,-0.090,-0.161,-0.150,-0.123,-0.062,-0.039,-0.034,0.014,0.029,0.046
'0:09.648',-0.069,-0.131,-0.061,0.100,-0.004,-0.097,-0.164,-0.146,-0.120,-0.063,-0.045,-0.038,0.015,0.030,0.047
'0:09.649',-0.057,-0.131,-0.074,0.093,0.009,-0.102,-0.162,-0.144,-0.117,-0.067,-0.050,-0.043,0.013,0.024,0.048
'0:09.650',-0.051,-0.135,-0.084,0.092,0.017,-0.110,-0.157,-0.138,-0.115,-0.070,-0.053,-0.045,0.009,0.017,0.054
'0:09.651',-0.055,-0.145,-0.090,0.100,0.018,-0.118,-0.152,-0.128,-0.107,-0.068,-0.057,-0.048,0.006,0.006,0.054
'0:09.652',-0.064,-0.155,-0.091,0.110,0.014,-0.123,-0.154,-0.127,-0.101,-0.063,-0.063,-0.053,0.008,0.003,0.053
'0:09.653',-0.053,-0.153,-0.100,0.103,0.024,-0.127,-0.154,-0.118,-0.091,-0.058,-0.066,-0.057,0.011,0.011,0.052
'0:09.654',-0.038,-0.152,-0.114,0.096,0.038,-0.134,-0.153,-0.111,-0.085,-0.058,-0.070,-0.061,0.009,0.002,0.056
'0:09.655',-0.011,-0.147,-0.136,0.079,0.063,-0.142,-0.149,-0.105,-0.079,-0.060,-0.077,-0.062,0.011,-0.004,0.061
'0:09.656',-0.001,-0.143,-0.143,0.072,0.071,-0.143,-0.142,-0.095,-0.068,-0.051,-0.076,-0.060,0.013,-0.006,0.063
'0:09.657',-0.014,-0.159,-0.144,0.086,0.066,-0.152,-0.146,-0.096,-0.065,-0.045,-0.079,-0.064,0.017,-0.018,0.064
'0:09.658',-0.009,-0.159,-0.150,0.085,0.070,-0.155,-0.146,-0.087,-0.057,-0.038,-0.076,-0.063,0.018,-0.025,0.065
'0:09.659',0.011,-0.141,-0.152,0.065,0.082,-0.146,-0.140,-0.076,-0.047,-0.031,-0.069,-0.058,0.021,-0.025,0.065
'0:09.660',-0.003,-0.157,-0.154,0.080,0.076,-0.156,-0.144,-0.077,-0.050,-0.039,-0.075,-0.066,0.019,-0.024,0.064
'0:09.661',-0.023,-0.178,-0.155,0.101,0.067,-0.167,-0.146,-0.075,-0.050,-0.047,-0.084,-0.073,0.019,-0.036,0.068
'0:09.662',-0.016,-0.182,-0.166,0.099,0.075,-0.174,-0.144,-0.070,-0.046,-0.048,-0.085,-0.075,0.021,-0.043,0.071
'0:09.663',-0.009,-0.178,-0.170,0.093,0.081,-0.174,-0.143,-0.060,-0.036,-0.042,-0.083,-0.074,0.021,-0.042,0.073
'0:09.664',-0.009,-0.175,-0.167,0.091,0.080,-0.171,-0.140,-0.054,-0.028,-0.036,-0.081,-0.074,0.021,-0.042,0.074
'0:09.665',0.003,-0.169,-0.171,0.083,0.087,-0.170,-0.138,-0.051,-0.021,-0.032,-0.079,-0.075,0.019,-0.044,0.074
'0:09.666',0.003,-0.175,-0.179,0.086,0.091,-0.177,-0.140,-0.051,-0.021,-0.034,-0.086,-0.081,0.019,-0.046,0.076
'0:09.667',-0.007,-0.188,-0.180,0.098,0.086,-0.184,-0.141,-0.044,-0.018,-0.035,-0.090,-0.086,0.018,-0.045,0.075
'0:09.668',-0.005,-0.188,-0.182,0.097,0.088,-0.185,-0.143,-0.042,-0.014,-0.032,-0.092,-0.086,0.021,-0.048,0.075
'0:09.669',0.006,-0.182,-0.189,0.087,0.098,-0.185,-0.140,-0.040,-0.011,-0.035,-0.094,-0.089,0.021,-0.046,0.076
'0:09.670',0.011,-0.184,-0.195,0.086,0.103,-0.190,-0.139,-0.035,-0.002,-0.034,-0.093,-0.089,0.020,-0.055,0.077
'0:09.671',-0.006,-0.203,-0.197,0.104,0.096,-0.200,-0.139,-0.029,0.006,-0.035,-0.099,-0.091,0.019,-0.060,0.079
'0:09.672',0.001,-0.202,-0.203,0.101,0.102,-0.203,-0.136,-0.019,0.011,-0.040,-0.104,-0.093,0.019,-0.062,0.084
'0:09.673',0.016,-0.203,-0.220,0.094,0.117,-0.211,-0.135,-0.018,0.014,-0.041,-0.111,-0.097,0.021,-0.077,0.087
'0:09.674',0.011,-0.208,-0.219,0.099,0.115,-0.214,-0.128,-0.007,0.025,-0.036,-0.111,-0.096,0.021,-0.084,0.086
'0:09.675',0.028,-0.210,-0.239,0.091,0.134,-0.225,-0.129,0.003,0.030,-0.036,-0.117,-0.102,0.021,-0.092,0.087
'0:09.676',0.058,-0.216,-0.274,0.080,0.166,-0.245,-0.135,0.001,0.030,-0.037,-0.127,-0.114,0.018,-0.092,0.088
'0:09.677',0.056,-0.217,-0.273,0.081,0.165,-0.245,-0.133,0.008,0.039,-0.028,-0.123,-0.111,0.021,-0.084,0.090
'0:09.678',0.047,-0.225,-0.271,0.089,0.159,-0.248,-0.133,0.019,0.048,-0.019,-0.121,-0.110,0.021,-0.090,0.091
'0:09.679',0.070,-0.209,-0.279,0.070,0.174,-0.244,-0.125,0.026,0.058,-0.011,-0.117,-0.105,0.021,-0.105,0.089
'0:09.680',0.059,-0.221,-0.280,0.081,0.170,-0.251,-0.130,0.028,0.057,-0.017,-0.123,-0.113,0.022,-0.110,0.092
'0:09.681',0.028,-0.253,-0.281,0.112,0.154,-0.267,-0.138,0.022,0.052,-0.026,-0.133,-0.123,0.024,-0.107,0.095
'0:09.682',0.044,-0.241,-0.285,0.099,0.165,-0.264,-0.132,0.032,0.064,-0.019,-0.128,-0.117,0.028,-0.114,0.097
'0:09.683',0.051,-0.237,-0.288,0.093,0.170,-0.263,-0.122,0.042,0.074,-0.014,-0.127,-0.114,0.028,-0.117,0.097
'0:09.684',0.044,-0.243,-0.287,0.100,0.166,-0.266,-0.123,0.044,0.078,-0.013,-0.128,-0.116,0.028,-0.126,0.095
'0:09.685',0.043,-0.246,-0.289,0.102,0.167,-0.268,-0.133,0.045,0.080,-0.012,-0.132,-0.119,0.029,-0.123,0.096
'0:09.686',0.039,-0.251,-0.289,0.106,0.164,-0.270,-0.130,0.050,0.085,-0.011,-0.132,-0.120,0.028,-0.118,0.096
'0:09.687',0.045,-0.249,-0.295,0.102,0.171,-0.273,-0.127,0.059,0.092,-0.009,-0.133,-0.121,0.028,-0.122,0.097
'0:09.688',0.053,-0.247,-0.300,0.097,0.177,-0.274,-0.128,0.065,0.098,-0.007,-0.135,-0.121,0.033,-0.122,0.098
'0:09.689',0.049,-0.251,-0.299,0.102,0.174,-0.276,-0.128,0.068,0.103,-0.007,-0.135,-0.122,0.033,-0.134,0.100
'0:09.690',0.051,-0.257,-0.307,0.102,0.179,-0.282,-0.128,0.072,0.107,-0.010,-0.139,-0.127,0.029,-0.130,0.100
'0:09.691',0.052,-0.257,-0.309,0.102,0.180,-0.283,-0.128,0.078,0.114,-0.009,-0.142,-0.129,0.028,-0.120,0.101
'0:09.692',0.061,-0.258,-0.319,0.099,0.191,-0.289,-0.129,0.080,0.117,-0.013,-0.149,-0.133,0.028,-0.126,0.102
'0:09.693',0.077,-0.260,-0.338,0.091,0.208,-0.299,-0.133,0.079,0.119,-0.012,-0.154,-0.138,0.029,-0.135,0.102
'0:09.694',0.077,-0.265,-0.342,0.093,0.210,-0.303,-0.131,0.086,0.124,-0.011,-0.152,-0.138,0.030,-0.151,0.103
'0:09.695',0.067,-0.276,-0.343,0.104,0.205,-0.309,-0.126,0.094,0.129,-0.009,-0.152,-0.140,0.030,-0.144,0.104
'0:09.696',0.065,-0.279,-0.344,0.107,0.204,-0.311,-0.126,0.099,0.138,-0.001,-0.147,-0.138,0.033,-0.140,0.103
'0:09.697',0.077,-0.271,-0.348,0.097,0.213,-0.309,-0.122,0.109,0.147,0.008,-0.142,-0.133,0.036,-0.150,0.102
'0:09.698',0.075,-0.276,-0.351,0.101,0.213,-0.314,-0.118,0.113,0.150,0.009,-0.143,-0.136,0.035,-0.148,0.102
'0:09.699',0.080,-0.279,-0.358,0.100,0.219,-0.319,-0.117,0.116,0.153,0.003,-0.149,-0.141,0.032,-0.147,0.102
'0:09.700',0.092,-0.270,-0.361,0.088,0.227,-0.316,-0.116,0.121,0.159,0.001,-0.151,-0.145,0.030,-0.160,0.099
'0:09.701',0.096,-0.259,-0.354,0.082,0.225,-0.307,-0.112,0.129,0.167,0.010,-0.145,-0.143,0.031,-0.163,0.096
'0:09.702',0.105,-0.244,-0.349,0.070,0.228,-0.297,-0.104,0.142,0.179,0.026,-0.135,-0.136,0.030,-0.151,0.092
'0:09.703',0.086,-0.245,-0.332,0.080,0.209,-0.288,-0.093,0.151,0.188,0.032,-0.127,-0.133,0.029,-0.146,0.090
'0:09.704',0.054,-0.279,-0.333,0.112,0.194,-0.306,-0.104,0.144,0.178,0.019,-0.140,-0.145,0.031,-0.151,0.089
'0:09.705',0.060,-0.290,-0.350,0.115,0.205,-0.321,-0.117,0.140,0.177,0.013,-0.147,-0.155,0.036,-0.161,0.090
'0:09.706',0.073,-0.273,-0.346,0.100,0.210,-0.310,-0.116,0.148,0.190,0.024,-0.137,-0.147,0.042,-0.155,0.090
'0:09.707',0.092,-0.253,-0.345,0.080,0.218,-0.299,-0.108,0.162,0.200,0.031,-0.129,-0.141,0.043,-0.145,0.087
'0:09.708',0.090,-0.247,-0.338,0.079,0.214,-0.293,-0.104,0.166,0.204,0.027,-0.131,-0.141,0.043,-0.149,0.090
'0:09.709',0.060,-0.272,-0.332,0.106,0.196,-0.302,-0.109,0.164,0.203,0.019,-0.142,-0.148,0.041,-0.157,0.095
'0:09.710',0.076,-0.272,-0.347,0.098,0.212,-0.309,-0.107,0.170,0.206,0.017,-0.145,-0.150,0.040,-0.162,0.095
'0:09.711',0.087,-0.270,-0.357,0.091,0.223,-0.314,-0.104,0.173,0.210,0.014,-0.149,-0.151,0.036,-0.163,0.097
'0:09.712',0.062,-0.284,-0.346,0.111,0.204,-0.316,-0.100,0.176,0.213,0.013,-0.156,-0.152,0.033,-0.166,0.100
'0:09.713',0.078,-0.281,-0.358,0.101,0.218,-0.320,-0.095,0.183,0.221,0.020,-0.160,-0.151,0.034,-0.166,0.098
'0:09.714',0.091,-0.280,-0.371,0.094,0.232,-0.326,-0.091,0.194,0.232,0.032,-0.161,-0.152,0.035,-0.161,0.097
'0:09.715',0.086,-0.285,-0.371,0.100,0.229,-0.329,-0.089,0.201,0.238,0.040,-0.161,-0.153,0.035,-0.166,0.098
'0:09.716',0.109,-0.281,-0.390,0.086,0.249,-0.336,-0.082,0.207,0.243,0.039,-0.163,-0.156,0.033,-0.172,0.097
'0:09.717',0.135,-0.273,-0.408,0.069,0.272,-0.341,-0.080,0.205,0.244,0.038,-0.166,-0.160,0.034,-0.171,0.096
'0:09.718',0.087,-0.282,-0.369,0.098,0.229,-0.326,-0.071,0.220,0.256,0.051,-0.157,-0.151,0.032,-0.173,0.097
'0:09.719',0.029,-0.288,-0.317,0.130,0.172,-0.302,-0.056,0.243,0.276,0.066,-0.144,-0.135,0.031,-0.181,0.093
'0:09.720',0.092,-0.276,-0.368,0.091,0.231,-0.322,-0.071,0.224,0.262,0.047,-0.163,-0.150,0.030,-0.185,0.091
'0:09.721',0.134,-0.280,-0.414,0.073,0.274,-0.347,-0.088,0.209,0.244,0.029,-0.179,-0.170,0.032,-0.177,0.090
'0:09.722',0.107,-0.298,-0.406,0.096,0.257,-0.352,-0.090,0.213,0.248,0.038,-0.175,-0.170,0.036,-0.178,0.086
'0:09.723',0.125,-0.259,-0.383,0.067,0.254,-0.321,-0.067,0.235,0.271,0.059,-0.151,-0.148,0.036,-0.172,0.086
'0:09.724',0.135,-0.245,-0.380,0.056,0.258,-0.313,-0.065,0.237,0.274,0.063,-0.149,-0.147,0.036,-0.167,0.088
'0:09.725',0.104,-0.289,-0.394,0.092,0.249,-0.342,-0.083,0.223,0.258,0.046,-0.172,-0.168,0.037,-0.171,0.086
'0:09.726',0.089,-0.293,-0.383,0.102,0.236,-0.339,-0.074,0.228,0.264,0.053,-0.166,-0.164,0.037,-0.175,0.082
'0:09.727',0.096,-0.286,-0.382,0.095,0.239,-0.334,-0.072,0.231,0.268,0.062,-0.157,-0.160,0.037,-0.175,0.079
'0:09.728',0.085,-0.287,-0.371,0.102,0.228,-0.330,-0.070,0.234,0.269,0.063,-0.151,-0.158,0.036,-0.170,0.077
'0:09.729',0.075,-0.293,-0.369,0.109,0.223,-0.332,-0.074,0.230,0.262,0.054,-0.152,-0.161,0.033,-0.172,0.080
'0:09.730',0.088,-0.287,-0.376,0.100,0.232,-0.332,-0.072,0.232,0.266,0.058,-0.147,-0.158,0.032,-0.167,0.075
'0:09.731',0.097,-0.277,-0.374,0.090,0.236,-0.326,-0.067,0.239,0.277,0.069,-0.141,-0.151,0.033,-0.162,0.070
'0:09.732',0.097,-0.281,-0.378,0.092,0.237,-0.330,-0.066,0.241,0.275,0.060,-0.146,-0.156,0.030,-0.158,0.074
'0:09.733',0.102,-0.276,-0.379,0.086,0.241,-0.328,-0.059,0.245,0.278,0.057,-0.145,-0.152,0.031,-0.165,0.074
'0:09.734',0.106,-0.272,-0.378,0.083,0.242,-0.325,-0.056,0.248,0.280,0.053,-0.144,-0.148,0.033,-0.169,0.077
'0:09.735',0.092,-0.281,-0.373,0.094,0.233,-0.328,-0.051,0.253,0.282,0.054,-0.143,-0.148,0.034,-0.172,0.076
'0:09.736',0.082,-0.288,-0.370,0.103,0.227,-0.329,-0.047,0.258,0.286,0.064,-0.143,-0.146,0.036,-0.174,0.073
'0:09.737',0.089,-0.291,-0.381,0.101,0.235,-0.337,-0.049,0.256,0.284,0.064,-0.149,-0.151,0.035,-0.169,0.073
